code,airport_name
VCP,Viracopos/Campinas International Airport
VCR,Carora Airport
VCS,Con Dao Airport
VCT,Victoria Regional Airport
VCV,Southern California Logistics Airport
VDA,Ovda Airport
VDB,"Fagernes Airport, Leirin"
VDC,Pedro Otacílio Figueiredo Airport
VDE,El Hierro Airport
VDH,Dong Hoi Airport
VDI,Vidalia Regional Airport
VDM,Gobernador Edgardo Castello Airport
VDO,Van Don International Airport
VDP,Valle de la Pascua Airport
VDR,Villa Dolores Airport
VDS,Vadsø Airport
VDY,Vidyanagar Airport
VDZ,Valdez Airport
VEE,Venetie Airport
VEG,Maikwak Airport
VEL,Vernal Regional Airport
VER,General Heriberto Jara International Airport
VEV,Barakoma Airport
VEX,Tioga Municipal Airport
VEY,Vestmannaeyjar Airport
VFA,Victoria Falls Airport
VGA,Vijayawada Airport
VGD,Vologda Airport
VGO,Vigo–Peinador Airport
VGS,General Villegas Airport
VGT,North Las Vegas Airport
VGZ,Villa Garzón Airport
VHC,Henrique de Carvalho Airport
VHM,Vilhelmina Airport
VHN,Culberson County Airport
VHV,Verkhnevilyuysk Airport
VHY,Vichy — Charmeil Airport
VHZ,Vahitahi Airport
VIA,Ângelo Ponzoni Municipal Airport
VIB,Villa Constitución Airport
VIC,Vicenza Airport
VIE,Vienna International Airport
VIG,Juan Pablo Pérez Alfonzo Airport
VIH,Rolla National Airport
VII,Vinh International Airport
VIJ,Virgin Gorda Airport
VIL,Dakhla Airport
VIN,Havryshivka Vinnytsia International Airport
VIQ,Viqueque Airport
VIR,Virginia Airport
VIS,Visalia Municipal Airport
VIT,Vitoria Airport
VIU,Viru Harbour Airport
VIV,Vivigani Airfield
VIX,Eurico de Aguiar Salles Airport
VIY,Vélizy – Villacoublay Air Base
VJB,Xai-Xai Airport
VJI,Virginia Highlands Airport
VJQ,Gurúé Airport
VKG,Rach Gia Airport
VKO,Vnukovo International Airport
VKS,Vicksburg Municipal Airport
VKT,Vorkuta Airport
VLA,Vandalia Municipal Airport
VLC,Valencia Airport
VLD,Valdosta Regional Airport
VLE,Valle Airport
VLG,Villa Gesell Airport
VLI,Bauerfield International Airport
VLK,Volgodonsk Airport
VLL,Valladolid Airport
VLM,Lieutenant Colonel Rafael Pabón Airport
VLN,Arturo Michelena International Airport
VLP,Vila Rica Municipal Airport
VLR,Vallenar Airport
VLS,Valesdir Airport
VLU,Velikiye Luki Airport
VLV,Dr. Antonio Nicolás Briceño Airport
VLY,Anglesey Airport
VME,Villa Reynolds Airport
VMI,Dr. Juan Plate Airport
VMU,Baimuru Airport
VNA,Salavan Airport
VNC,Venice Municipal Airport
VND,Vangaindrano Airport
VNE,Meucon Airport
VNO,Vilnius Airport
VNR,Vanrook Airport
VNS,Lal Bahadur Shastri Airport
VNT,Ventspils International Airport
VNX,Vilankulo Airport
VNY,Van Nuys Airport
VOD,Vodochody Airport
VOG,Volgograd International Airport
VOH,Vohemar Airport
VOI,Voinjama Airport
VOK,Volk Field Air National Guard Base
VOL,Nea Anchialos National Airport
VOT,Votuporanga Airport
VOZ,Voronezh International Airport
VPE,Ondjiva Pereira Airport
VPG,Vipingo Airport
VPN,Vopnafjörður Airport
VPS,Destin–Fort Walton Beach Airport
VPY,Chimoio Airport
VPZ,Porter County Regional Airport
VQQ,Cecil Airport
VQS,Antonio Rivera Rodríguez Airport
VRA,Juan Gualberto Gómez Airport
VRB,Vero Beach Regional Airport
VRC,Virac Airport
VRE,Vredendal Airport
VRI,Varandey Airport
VRK,Varkaus Airport
VRL,Vila Real Airport
VRN,Verona Villafranca Airport
VRO,Kawama Airport
VRS,Roy Otten Memorial Airfield
VRU,Vryburg Airport
VSA,Carlos Rovirosa Pérez International Airport
VSE,Viseu Airport
VSF,Hartness State Airport
VSG,Luhansk International Airport
VST,Stockholm Västerås Airport
VTB,Vitebsk Vostochny Airport
VTE,Wattay International Airport
VTF,Vatulele Airport
VTG,Vung Tau Airport
VTL,Vittel - Champ-de-Courses Airport
VTM,Nevatim Airbase
VTN,Miller Field
VTU,Hermanos Ameijeiras Airport
VTZ,Visakhapatnam Airport
VUP,Alfonso López Pumarejo Airport
VUS,Veliky Ustyug Airport
VUU,Mvuu Camp Airport
VVB,Mahanoro Airport
VVC,La Vanguardia Airport
VVI,Viru Viru International Airport
VVK,Västervik Airport
VVN,Las Malvinas Airport
VVO,Vladivostok International Airport
VVZ,Takhamalt Airport
VXC,Lichinga Airport
VXE,Cesária Évora Airport
VXO,Växjö/Kronoberg Airport
VYD,Vryheid Airport
VYI,Vilyuysk Airport
VYS,Illinois Valley Regional Airport
WAC,Wacca Airport
WAD,Andriamena Airport
WAE,Wadi al-Dawasir Domestic Airport
WAF,Wana Airport
WAG,Whanganui Airport
WAH,Harry Stern Airport
WAI,Ambalabe Airport
WAJ,Wawoi Falls Airport
WAK,Ankazoabo Airport
WAL,Wallops Flight Facility
WAM,Ambatondrazaka Airport
WAO,Wabo Airport
WAP,Alto Palena Airfield
WAQ,Antsalova Airport
WAR,Waris Airport
WAS[1],1
WAT,Waterford Airport
WAU,Wauchope Airport
WAV,Wave Hill Airport
WAW,Warsaw Chopin Airport
WAX,Zuwarah Airport
WAY,Greene County Airport
WAZ,Warwick Airport
WBA,Wahai Airport
WBB,Stebbins Airport
WBC,Wapolu Airport
WBD,Befandriana Airport
WBE,Ankaizina Airport
WBG,Schleswig Air Base
WBK,West Branch Community Airport
WBM,Wapenamanda Airport
WBO,Antsoa Airport
WBQ,Beaver Airport
WBR,Roben–Hood Airport
WBU,Boulder Municipal Airport
WBW,Wilkes-Barre Wyoming Valley Airport
WCA,Gamboa Airport
WCH,Chaitén Airfield
WCR,Chandalar Lake Airport
WDA,Wadi Ain Airport
WDG,Enid Woodring Regional Airport
WDH,Hosea Kutako International Airport
WDI,Wondai Airport
WDN,Waldronaire Airport
WDR,Barrow County Airport
WDS,Shiyan Wudangshan Airport
WEA,Parker County Airport
WED,Wedau Airport
WEF,Weifang Airport
WEH,Weihai Dashuibo Airport
WEI,Weipa Airport
WEL,Welkom Airport
WEP,Weam Airport
WET,Waghete Airport
WEW,Wee Waa Airport
WFB,Ketchikan Harbor Seaplane Base
WFD,Woodford Aerodrome
WFI,Fianarantsoa Airport
WFK,Northern Aroostook Regional Airport
WGA,Wagga Wagga Airport
WGC,Warangal Airport
WGE,Walgett Airport
WGN,Shaoyang Wugang Airport
WGO,Winchester Regional Airport
WGP,Mau Hau Airport
WGT,Wangaratta Airport
WGU,Wagau Airport
WGY,Wagny Airport
WHD,Hyder Seaplane Base
WHF,Wadi Halfa Airport
WHK,Whakatane Airport
WHL,Welshpool Airport
WHO,Franz Josef Glacier Aerodrome
WHP,Whiteman Airport
WHS,Whalsay Airstrip
WHT,Wharton Regional Airport
WHU,Wuhu Airport
WIB,Wilbarger County Airport
WIC,Wick Airport
WIE,Wiesbaden Army Airfield
WIK,Waiheke Island Aerodrome
WIL,Wilson Airport
WIN,Winton Airport
WIO,Wilcannia Airport
WIR,Wairoa Aerodrome
WIT,Wittenoom Airport
WIU,Witu Airport
WJA,Woja Airport
WJF,General William J. Fox Airfield
WJR,Wajir Airport
WJU,Wonju Airport
WKA,Wanaka Airport
WKB,Warracknabeal Airport
WKF,Air Force Base Waterkloof
WKI,Hwange Town Airport
WKJ,Wakkanai Airport
WKK,Aleknagik Airport
WKN,Wakunai Airport
WKR,Walker's Cay Airport
WLA,Wallal Airport
WLC,Walcha Airport
WLD,Strother Field
WLE,Miles Airport
WLG,Wellington International Airport
WLH,Walaha Airport
WLK,Selawik Airport
WLL,Wollogorang Airport
WLO,Waterloo Airport
WLP,West Angelas Airport
WLR,Loring Seaplane Base
WLS,Hihifo Airport
WLW,Willows-Glenn County Airport
WMA,Mandritsara Airport
WMB,Warrnambool Airport
WMC,Winnemucca Municipal Airport
WMD,Mandabe Airport
WME,Mount Keith Airport
WMH,Ozark Regional Airport
WMI,Warsaw Modlin Airport
WMK,Meyers Chuck Seaplane Base
WML,Malaimbandy Airport
WMN,Maroantsetra Airport
WMO,White Mountain Airport
WMP,Mampikony Airport
WMR,Mananara Nord Airport
WMT,Zunyi Maotai Airport
WMV,Madirovalo Airport
WMX,Wamena Airport
WNA,Napakiak Airport
WND,Windarra Airport
WNE,Wora na Yeno Airport
WNH,Wenshan Puzhehei Airport
WNN,Wunnummin Lake Airport
WNP,Naga Airport
WNR,Windorah Airport
WNS,Nawabshah Airport
WNU,Wanuma Airport
WNZ,Wenzhou Longwan International Airport
WOA,Wonenara Airport
WOE,Woensdrecht Air Base
WOK,Uonquén Airport
WOL,Shellharbour Airport
WON,Wondoola Airport
WOR,Moramba Airport
WOS,Wonsan Kalma International Airport
WOT,Wang-an Airport
WOW,Willow Airport
WPA,Cabo Juan Román Airfield
WPB,Port Bergé Airport
WPC,Pincher Creek Airport
WPK,Wrotham Park Airport
WPL,Powell Lake Water Aerodrome
WPM,Wipim Airport
WPO,North Fork Valley Airport
WPR,Capitán Fuentes Martínez Airport
WPU,Guardiamarina Zañartu Airport
WRA,Warder Airport
WRB,Robins Air Force Base
WRE,Whangarei Airport
WRG,Wrangell Airport
WRI,McGuire Air Force Base
WRL,Worland Municipal Airport
WRN,Windarling Airport
WRO,Copernicus Airport Wrocław
WRT,Warton Aerodrome
WRW,Warrawagine Airport
WRY,Westray Airport
WRZ,Weerawila Airport
WSA,Wasua Airport
WSB,Steamboat Bay Seaplane Base
WSD,Condron Army Airfield
WSF,Cape Sarichef Airport
WSG,Washington County Airport
WSH,Brookhaven Airport
WSM,Wiseman Airport
WSN,South Naknek Airport
WSO,Washabo Airport
WSP,Waspam Airport
WSR,Wasior Airport
WST,Westerly State Airport
WSU,Wasu Airport
WSX,Westsound Seaplane Base
WSY,Whitsunday Airport
WSZ,Westport Airport
WTA,Tambohorano Airport
WTB,Toowoomba Wellcamp Airport
WTD,West End Airport
WTE,Wotje Airport
WTK,Noatak Airport
WTL,Tuntutuliak Airport
WTN,RAF Waddington
WTO,Wotho Airport
WTP,Woitape Airport
WTR,Whiteriver Airport
WTS,Tsiroanomandidy Airport
WTT,Wantoat Airport
WTZ,Whitianga Aerodrome
WUA,Wuhai Airport
WUD,Wudinna Airport
WUG,Wau Airport
WUH,Wuhan Tianhe International Airport
WUI,Murrin Murrin Airport
WUM,Wasum Airport
WUN,Wiluna Airport
WUS,Wuyishan Airport
WUT,Xinzhou Wutaishan Airport
WUU,Wau Airport
WUV,Wuvulu Island Airport
WUX,Sunan Shuofang International Airport
WUZ,Wuzhou Xijiang Airport
WVB,Walvis Bay Airport
WVI,Watsonville Municipal Airport
WVK,Manakara Airport
WVL,Waterville Robert LaFleur Airport
WVN,JadeWeserAirport
WWA,Wasilla Airport
WWD,Cape May Airport
WWI,Woodie Woodie Airport
WWK,Wewak Airport
WWP,North Whale Seaplane Base
WWR,West Woodward Airport
WWT,Newtok Airport
WWY,West Wyalong Airport
WXN,Wanzhou Wuqiao Airport
WYA,Whyalla Airport
WYB,Yes Bay Lodge Seaplane Base
WYE,Yengema Airport
WYN,Wyndham Airport
WYS,Yellowstone Airport
WZQ,Urad Middle Banner Airport
XAL,Álamos Airport
XAP,Serafin Enoss Bertaso Airport
XAR,Aribinda Airport
XAU,Saül Airport
XBB,Blubber Bay Seaplane Base
XBE,Bearskin Lake Airport
XBG,Bogande Airport
XBJ,Birjand International Airport
XBL,Bedele Airport
XBN,Biniguni Airport
XBO,Boulsa Airport
XBR,Brockville Regional Tackaberry Airport
XCH,Christmas Island Airport
XCL,Cluff Lake Airport
XCM,Chatham-Kent Airport
XCN,Coron Airport
XCO,Colac Airport
XCR,Châlons Vatry Airport
XDE,Diébougou Airport
XDJ,Djibo Airport
XEN,Xingcheng Airport
XES,Grand Geneva Resort Airport
XFN,Xiangyang Liuji Airport
XFW,Hamburg Finkenwerder Airport
XGA,Gaoua Airport
XGG,Gorom Gorom Airport
XGN,Xangongo Airport
XGR,Kangiqsualujjuaq (Georges River) Airport
XIC,Xichang Qingshan Airport
XIE,Xienglom Airport
XIG,Xinguara Municipal Airport
XIJ,Ahmad al-Jaber Air Base
XIL,Xilinhot Airport
XIN,Xingning Air Base
XIY,Xi'an Xianyang International Airport
XJD,Al Udeid Air Base
XJM,Mangla Airport
XKA,Kantchari Airport
XKH,Xieng Khouang Airport
XKS,Kasabonika Airport
XKY,Kaya Airport
XLB,Lac Brochet Airport
XLO,Long Xuyen Airport
XLS,Saint-Louis Airport
XLU,Leo Airport
XLW,Lemwerder Airport
XMA,Maramag Airport
XMC,Mallacoota Airport
XMD,Madison Municipal Airport
XMG,Mahendranagar Airport
XMH,Manihi Airport
XMI,Masasi Airport
XML,Minlaton Airport
XMN,Xiamen Gaoqi International Airport
XMP,Macmillan Pass Airport
XMS,Edmundo Carvajal Airport
XMY,Yam Island Airport
XNA,Northwest Arkansas Regional Airport
XNG,Quang Ngai Airport
XNN,Xining Caojiabao Airport
XNT,Xingtai Dalian Airport
XNU,Nouna Airport
XPA,Pama Airport
XPK,Pukatawagan Airport
XPL,Soto Cano Air Base
XPP,Poplar River Airport
XPR,Pine Ridge Airport
XQP,Quepos La Managua Airport
XQU,Qualicum Beach Airport
XRH,RAAF Base Richmond
XRQ,Xinbarag Youqi Baogede Airport
XRR,Ross River Airport
XRY,Jerez Airport
XSB,Sir Bani Yas Airport
XSC,South Caicos Airport
XSD,Tonopah Test Range Airport
XSE,Sebba Airport
XSI,South Indian Lake Airport
XSO,Siocon Airport
XSP,Seletar Airport
XTG,Thargomindah Airport
XTL,Tadoule Lake Airport
XTO,Taroom Airport
XTR,Tara Airport
XUZ,Xuzhou Guanyin Airport
XVL,Vinh Long Airport
XYA,Yandina Airport
XYE,Ye Airport
XYR,Edwaki Airport
XZA,Zabré Airport
YAA,Anahim Lake Airport
YAB,Arctic Bay Airport
YAC,Cat Lake Airport
YAD,Moose Lake Airport
YAG,Fort Frances Municipal Airport
YAH,La Grande-4 Airport
YAI,General Bernardo O'Higgins Airport
YAJ,Lyall Harbour Seaplane Base
YAK,Yakutat Airport
YAL,Alert Bay Airport
YAM,Sault Ste. Marie Airport
YAN,Yangambi Airport
YAO,Yaoundé Airport
YAP,Yap International Airport
YAQ,Maple Bay Seaplane Base
YAR,La Grande-3 Airport
YAS,Yasawa Island Airport
YAT,Attawapiskat Airport
YAU,Kattiniq/Donaldson Airport
YAV,Mayne Island Water Aerodrome
YAX,Angling Lake/Wapekeka Airport
YAY,St. Anthony Airport
YAZ,Tofino/Long Beach Airport
YBA,Banff Airport
YBB,Kugaaruk Airport
YBC,Baie-Comeau Airport
YBE,Uranium City Airport
YBF,Bamfield Water Aerodrome
YBG,Canadian Forces Base Bagotville
YBH,Bull Harbour Waterdrome
YBI,Black Tickle Airport
YBJ,Baie-Johan-Beetz Seaplane Base
YBK,Baker Lake Airport
YBL,Campbell River Airport
YBO,Bob Quinn Lake Airport
YBP,Yibin Wuliangye Airport
YBQ,Telegraph Harbour Seaplane Base
YBR,Brandon Municipal Airport
YBS,Opapimiskan Lake Airport
YBT,Brochet Airport
YBV,Berens River Airport
YBW,Bedwell Harbour Water Aerodrome
YBX,Lourdes-de-Blanc-Sablon Airport
YBY,Bonnyville Airport
YCA,Courtenay Airpark
YCB,Cambridge Bay Airport
YCC,Cornwall Regional Airport
YCD,Nanaimo Airport
YCE,Centralia/James T. Field Memorial Aerodrome
YCF,Cortes Island Aerodrome
YCG,West Kootenay Regional Airport
YCH,Miramichi Airport
YCK,Colville Lake/Tommy Kochon Aerodrome
YCL,Charlo Airport
YCM,St. Catharines/Niagara District Airport
YCN,Cochrane Aerodrome
YCO,Kugluktuk Airport
YCQ,Chetwynd Airport
YCR,Cross Lake (Charlie Sinclair Memorial) Airport
YCS,Chesterfield Inlet Airport
YCT,Coronation Airport
YCU,Yuncheng Guangong Airport
YCW,Chilliwack Airport
YCY,Clyde River Airport
YCZ,Fairmont Hot Springs Airport
YDA,Dawson City Airport
YDB,Burwash Airport
YDC,Drayton Valley Industrial Airport
YDE,Paradise River Airport
YDF,Deer Lake Regional Airport
YDG,Digby/Annapolis Regional Airport
YDJ,Hatchet Lake Airport
YDL,Dease Lake Airport
YDN,Lt. Col W.G. (Billy) Barker VC Airport
YDO,Dolbeau-Saint-Félicien Airport
YDP,Nain Airport
YDQ,Dawson Creek Airport
YDT,Boundary Bay Airport
YDU,Kasba Lake Airport
YDV,Bloodvein River Airport
YDW,Obre Lake/North of Sixty Airport
YEA[1],1
YEB,Bar River Airport
YEC,Yecheon Air Base
YEG,Edmonton International Airport
YEI,Yenişehir Airport
YEK,Arviat Airport
YEL,Elliot Lake Municipal Airport
YEM,Manitowaning/Manitoulin East Municipal Airport
YEN,Estevan Regional Aerodrome
YEO,Royal Naval Air Station Yeovilton
YEQ,Yankisa Airport
YER,Fort Severn Airport
YES,Yasuj Airport
YET,Edson Airport
YEU,Eureka Aerodrome
YEV,Inuvik (Mike Zubko) Airport
YEY,Amos/Magny Airport
YFA,Fort Albany Airport
YFB,Iqaluit Airport
YFC,Fredericton International Airport
YFE,Forestville Airport
YFG,Fontanges Airport
YFH,Fort Hope Airport
YFI,Fort MacKay/Firebag Aerodrome
YFJ,Wekweètì Airport
YFL,Fort Reliance Water Aerodrome
YFO,Flin Flon Airport
YFR,Fort Resolution Airport
YFS,Fort Simpson Airport
YFT,Taipa Ferry Terminal
YFX,St. Lewis (Fox Harbour) Airport
YGB,Texada/Gillies Bay Airport
YGC,Grande Cache Airport
YGE,Gorge Harbour Water Aerodrome
YGG,Ganges Water Aerodrome
YGH,Fort Good Hope Airport
YGJ,Miho–Yonago Airport
YGK,Kingston/Norman Rogers Airport
YGL,La Grande Rivière Airport
YGM,Gimli Industrial Park Airport
YGN,Greenway Sound Water Aerodrome
YGO,Gods Lake Narrows Airport
YGP,Michel-Pouliot Gaspé Airport
YGQ,Geraldton (Greenstone Regional) Airport
YGR,Îles-de-la-Madeleine Airport
YGT,Igloolik Airport
YGV,Havre Saint-Pierre Airport
YGW,Kuujjuarapik Airport
YGX,Gillam Airport
YGZ,Grise Fiord Airport
YHA,Port Hope Simpson Airport
YHB,Hudson Bay Airport
YHC,Hakai Passage Water Aerodrome
YHD,Dryden Regional Airport
YHE,Hope Aerodrome
YHF,Hearst (René Fontaine) Municipal Airport
YHG,Charlottetown Airport
YHH,Campbell River Water Aerodrome
YHI,Ulukhaktok/Holman Airport
YHK,Gjoa Haven Airport
YHM,John C. Munro Hamilton International Airport
YHN,Hornepayne Municipal Airport
YHO,Hopedale Airport
YHP,Poplar Hill Airport
YHR,Chevery Airport
YHS,Sechelt Aerodrome
YHT,Haines Junction Airport
YHU,Montréal/Saint-Hubert Airport
YHY,Hay River/Merlyn Carter Airport
YHZ,Halifax Stanfield International Airport
YIA,Yogyakarta International Airport
YIB,Atikokan Municipal Airport
YIC,Yichun Mingyueshan Airport
YIE,Arxan Yi'ershi Airport
YIF,Saint-Augustin Airport
YIG,Big Bay Water Aerodrome
YIH,Yichang Sanxia Airport
YIK,Ivujivik Airport
YIN,Yining Airport
YIO,Pond Inlet Airport
YIP,Willow Run Airport
YIV,Island Lake Airport
YIW,Yiwu Airport
YJA,Jasper Airport
YJF,Fort Liard Airport
YJN,Saint-Jean Airport
YJP,Hinton/Jasper-Hinton Airport
YJS,Samjiyon Airport
YJT,Stephenville International Airport
YKA,Kamloops Airport
YKC,Collins Bay Airport
YKD,Kincardine Municipal Airport
YKE,Knee Lake Airport
YKF,Region of Waterloo International Airport
YKG,Kangirsuk Airport
YKH,Yingkou Lanqi Airport
YKJ,Key Lake Airport
YKK,Kitkatla Water Aerodrome
YKL,Schefferville Airport
YKM,Yakima Air Terminal
YKN,Chan Gurney Municipal Airport
YKO,Hakkari Yüksekova Airport
YKQ,Waskaganish Airport
YKS,Yakutsk Airport
YKT,Klemtu Water Aerodrome
YKU,Chisasibi Airport
YKX,Kirkland Lake Airport
YKY,Kindersley Regional Airport
YKZ,Buttonville Municipal Airport
YLB,Lac La Biche Airport
YLC,Kimmirut Airport
YLD,Chapleau Airport
YLE,Whatì Airport
YLG,Yalgoo Airport
YLH,Lansdowne House Airport
YLI,Ylivieska Airfield
YLJ,Meadow Lake Airport
YLK,Lake Simcoe Regional Airport
YLL,Lloydminster Airport
YLM,Clinton Creek Airport
YLN,Yilan Airport
YLP,Mingan Airport
YLQ,La Tuque Airport
YLR,Leaf Rapids Airport
YLS,Lebel-sur-Quévillon Airport
YLT,Alert Airport
YLV,Yevlakh Airport
YLW,Kelowna International Airport
YLY,Langley Regional Airport
YMA,Mayo Airport
YMB,Merritt Airport
YMD,Mould Bay Airport
YME,Matane Airport
YMF,Montague Harbour Water Aerodrome
YMG,Manitouwadge Airport
YMH,Mary's Harbour Airport
YMJ,CFB Moose Jaw
YMK,Mys-Kamenny Airport
YML,Charlevoix Airport
YMM,Fort McMurray International Airport
YMN,Makkovik Airport
YMO,Moosonee Airport
YMP,Port McNeill Airport
YMQ[1],3
YMS,Moisés Benzaquén Rengifo Airport
YMT,Chibougamau/Chapais Airport
YMU,Mansons Landing Water Aerodrome
YMV,Mary River Aerodrome
YMW,Maniwaki Airport
YMX,Montréal–Mirabel International Airport
YNA,Natashquan Airport
YNB,Yanbu Airport
YNC,Wemindji Airport
YND,Gatineau-Ottawa Executive Airport
YNE,Norway House Airport
YNG,Youngstown–Warren Regional Airport
YNH,Hudson's Hope Airport
YNJ,Yanji Chaoyangchuan Airport
YNL,Points North Landing Airport
YNM,Matagami Airport
YNN,Yandicoogina Airport
YNO,North Spirit Lake Airport
YNP,Natuashish Airport
YNS,Nemiscau Airport
YNT,Yantai Penglai International Airport
YNX,Snap Lake Airport
YNY,Yangyang International Airport
YNZ,Yancheng Nanyang International Airport
YOA,Ekati Airport
YOC,Old Crow Airport
YOD,CFB Cold Lake
YOE,Donnelly Airport
YOG,Ogoki Post Airport
YOH,Oxford House Airport
YOI,Opinaca Aerodrome
YOJ,High Level Airport
YOL,Yola Airport
YON,Yongphulla Airport
YOO,Oshawa Airport
YOP,Rainbow Lake Airport
YOS,Billy Bishop Regional Airport
YOT,Yotvata Airfield
YOW,Ottawa Macdonald–Cartier International Airport
YPA,Prince Albert (Glass Field) Airport
YPB,Alberni Valley Regional Airport
YPC,Nora Aliqatchialuk Ruben Airport
YPD,Parry Sound Area Municipal Airport
YPE,Peace River Airport
YPG,Portage la Prairie/Southport Airport
YPH,Inukjuak Airport
YPI,Port Simpson Water Aerodrome
YPJ,Aupaluk Airport
YPL,Pickle Lake Airport
YPM,Pikangikum Airport
YPN,Port-Menier Airport
YPO,Peawanuck Airport
YPQ,Peterborough Airport
YPR,Prince Rupert Airport
YPS,Port Hawkesbury Airport
YPT,Pender Harbour Water Aerodrome
YPW,Powell River Airport
YPX,Puvirnituq Airport
YPY,Fort Chipewyan Airport
YPZ,Burns Lake Airport
YQA,Muskoka Airport
YQB,Québec City Jean Lesage International Airport
YQC,Quaqtaq Airport
YQD,The Pas Airport
YQF,Red Deer Regional Airport
YQG,Windsor International Airport
YQH,Watson Lake Airport
YQI,Yarmouth Airport
YQJ,April Point Water Aerodrome
YQK,Kenora Airport
YQL,Lethbridge Airport
YQM,Greater Moncton International Airport
YQN,Nakina Airport
YQQ,CFB Comox
YQR,Regina International Airport
YQS,St. Thomas Municipal Airport
YQT,Thunder Bay International Airport
YQU,Grande Prairie Airport
YQV,Yorkton Municipal Airport
YQW,North Battleford Airport
YQX,Gander International Airport
YQY,Sydney/J.A. Douglas McCurdy Airport
YQZ,Quesnel Airport
YRA,Gamètì/Rae Lakes Airport
YRB,Resolute Bay Airport
YRC,Refuge Cove Water Aerodrome
YRD,Dean River Airport
YRF,Cartwright Airport
YRG,Rigolet Airport
YRI,Rivière-du-Loup Airport
YRJ,Roberval Airport
YRL,Red Lake Airport
YRM,Rocky Mountain House Airport
YRN,Rivers Inlet Water Aerodrome
YRO,Ottawa/Rockcliffe Airport
YRQ,Trois-Rivières Airport
YRR,Stuart Island Airport
YRS,Red Sucker Lake Airport
YRT,Rankin Inlet Airport
YRV,Revelstoke Airport
YSA,Sable Island Aerodrome
YSB,Sudbury Airport
YSC,Sherbrooke Airport
YSE,Squamish Airport
